trxID,amount,type,transactionTime
TRX001720,123882,CREDIT,2024-01-30T21:46:00
TRX001721,101426,DEBIT,2024-01-22T14:58:00
TRX001722,129581,DEBIT,2024-01-29T10:52:00
TRX001723,107439,DEBIT,2024-01-20T19:09:00
TRX001724,111637,CREDIT,2024-01-27T18:07:00
TRX001725,125503,CREDIT,2024-01-20T17:32:00
TRX001726,112746,DEBIT,2024-01-14T23:54:00
TRX001727,130379,DEBIT,2024-01-03T17:17:00
TRX001728,114857,DEBIT,2024-01-27T23:07:00
TRX001729,107596,DEBIT,2024-01-14T06:07:00
TRX001730,107860,DEBIT,2024-01-19T21:34:00
TRX001731,104145,CREDIT,2024-01-20T16:00:00
TRX001732,116977,DEBIT,2024-01-13T06:12:00
TRX001733,100925,CREDIT,2024-01-05T13:16:00
TRX001734,127151,CREDIT,2024-01-10T04:18:00
TRX001735,120911,CREDIT,2024-01-23T06:33:00
TRX001736,105836,DEBIT,2024-01-17T16:01:00
TRX001737,128068,CREDIT,2024-01-30T13:47:00
TRX001738,129427,DEBIT,2024-01-01T10:57:00
TRX001739,118595,CREDIT,2024-01-24T14:21:00
TRX001740,122881,CREDIT,2024-01-05T09:03:00
TRX001741,126290,CREDIT,2024-01-26T07:38:00
TRX001742,118269,DEBIT,2024-01-24T09:31:00
TRX001743,127735,CREDIT,2024-01-26T12:26:00
TRX001744,110053,CREDIT,2024-01-08T02:12:00
TRX001745,102494,CREDIT,2024-01-28T22:30:00
TRX001746,115222,CREDIT,2024-01-02T07:03:00
TRX001747,102810,CREDIT,2024-01-06T20:18:00
TRX001748,130886,DEBIT,2024-01-04T17:40:00
TRX001749,111704,CREDIT,2024-01-20T17:13:00
TRX001750,117568,DEBIT,2024-01-04T11:31:00
TRX001751,123422,DEBIT,2024-01-10T02:23:00
TRX001752,116927,CREDIT,2024-01-08T02:10:00
TRX001753,115434,DEBIT,2024-01-23T20:04:00
TRX001754,101093,CREDIT,2024-01-01T16:14:00
TRX001755,128724,DEBIT,2024-01-23T08:54:00
TRX001756,109179,CREDIT,2024-01-29T02:18:00
TRX001757,120308,DEBIT,2024-01-02T02:09:00
TRX001758,111870,CREDIT,2024-01-15T20:22:00
TRX001759,101575,CREDIT,2024-01-02T10:51:00
TRX001760,112934,CREDIT,2024-01-07T16:40:00
TRX001761,128965,CREDIT,2024-01-29T12:53:00
TRX001762,114276,CREDIT,2024-01-30T14:13:00
TRX001763,127963,CREDIT,2024-01-24T01:24:00
TRX001764,109719,CREDIT,2024-01-26T18:41:00
TRX001765,107033,DEBIT,2024-01-15T14:34:00
TRX001766,130777,DEBIT,2024-01-05T02:28:00
TRX001767,101284,DEBIT,2024-01-26T17:30:00
TRX001768,131134,CREDIT,2024-01-05T16:04:00
TRX001769,120789,DEBIT,2024-01-11T23:56:00
TRX001770,111317,CREDIT,2024-01-11T12:42:00
TRX001771,102663,CREDIT,2024-01-28T12:40:00
TRX001772,119117,DEBIT,2024-01-25T04:59:00
TRX001773,128388,CREDIT,2024-01-19T05:25:00
TRX001774,100624,CREDIT,2024-01-05T15:34:00
TRX001775,112787,CREDIT,2024-01-27T20:33:00
TRX001776,100008,DEBIT,2024-01-18T13:11:00
TRX001777,103567,CREDIT,2024-01-31T18:46:00
TRX001778,108499,CREDIT,2024-01-13T03:10:00
TRX001779,119195,DEBIT,2024-01-14T17:34:00
TRX001780,102029,DEBIT,2024-01-10T23:57:00
TRX001781,105791,CREDIT,2024-01-28T09:08:00
TRX001782,120317,DEBIT,2024-01-12T16:27:00
TRX001783,126490,DEBIT,2024-01-31T15:44:00
TRX001784,114179,DEBIT,2024-01-07T19:15:00
TRX001785,123763,DEBIT,2024-01-08T07:09:00
TRX001786,111575,DEBIT,2024-01-03T05:30:00
TRX001787,117574,DEBIT,2024-01-23T13:33:00
TRX001788,105986,DEBIT,2024-01-13T22:17:00
TRX001789,125473,DEBIT,2024-01-13T19:40:00
TRX001790,110487,CREDIT,2024-01-26T15:37:00
TRX001791,128752,DEBIT,2024-01-25T13:02:00
TRX001792,111206,CREDIT,2024-01-27T19:12:00
TRX001793,108941,DEBIT,2024-01-13T20:36:00
TRX001794,106932,CREDIT,2024-01-11T12:43:00
TRX001795,126370,DEBIT,2024-01-22T00:40:00
TRX001796,132756,DEBIT,2024-01-31T00:15:00
TRX001797,128074,CREDIT,2024-01-29T13:25:00
TRX001798,113903,CREDIT,2024-01-16T03:36:00
TRX001799,109942,CREDIT,2024-01-16T13:29:00
TRX001800,101353,DEBIT,2024-01-26T10:17:00
TRX001801,120564,DEBIT,2024-01-19T09:40:00
TRX001802,114205,DEBIT,2024-01-04T02:19:00
TRX001803,129462,DEBIT,2024-01-20T14:48:00
TRX001804,103910,DEBIT,2024-01-26T07:51:00
TRX001805,102057,DEBIT,2024-01-26T15:02:00
TRX001806,100277,CREDIT,2024-01-11T06:20:00
TRX001807,117559,CREDIT,2024-01-30T02:29:00
TRX001808,131100,DEBIT,2024-01-19T00:30:00
TRX001809,127564,DEBIT,2024-01-06T12:27:00
TRX001810,103708,CREDIT,2024-01-28T07:01:00
TRX001811,108917,DEBIT,2024-01-18T00:46:00
TRX001812,117207,CREDIT,2024-01-14T03:40:00
TRX001813,125560,DEBIT,2024-01-27T12:00:00
TRX001814,127410,DEBIT,2024-01-04T20:42:00
TRX001815,125038,DEBIT,2024-01-01T08:31:00
TRX001816,111500,CREDIT,2024-01-03T18:22:00
TRX001817,119877,DEBIT,2024-01-09T15:46:00
TRX001818,106394,CREDIT,2024-01-24T01:11:00
TRX001819,100158,CREDIT,2024-01-28T18:48:00
TRX001820,109059,CREDIT,2024-01-01T22:16:00
TRX001821,125629,CREDIT,2024-01-22T03:54:00
TRX001822,105037,CREDIT,2024-01-24T08:45:00
TRX001823,109438,DEBIT,2024-01-21T12:12:00
TRX001824,101188,DEBIT,2024-01-26T02:08:00
TRX001825,103195,CREDIT,2024-01-31T22:17:00
TRX001826,123100,DEBIT,2024-01-21T06:31:00
TRX001827,128349,CREDIT,2024-01-11T04:06:00
TRX001828,102721,CREDIT,2024-01-27T00:09:00
TRX001829,108489,CREDIT,2024-01-15T17:41:00
TRX001830,111624,DEBIT,2024-01-06T16:46:00
TRX001831,108666,CREDIT,2024-01-28T02:30:00
TRX001832,126535,CREDIT,2024-01-06T04:27:00
TRX001833,106007,CREDIT,2024-01-21T04:40:00
TRX001834,128002,DEBIT,2024-01-03T18:05:00
TRX001835,124295,CREDIT,2024-01-15T19:09:00
TRX001836,124709,CREDIT,2024-01-05T03:19:00
TRX001837,107194,CREDIT,2024-01-04T20:39:00
TRX001838,117250,CREDIT,2024-01-18T06:15:00
TRX001839,127133,DEBIT,2024-01-17T06:16:00
TRX001840,128792,DEBIT,2024-01-09T09:20:00
TRX001841,100619,DEBIT,2024-01-29T05:45:00
TRX001842,100745,CREDIT,2024-01-07T21:50:00
TRX001843,114783,DEBIT,2024-01-13T08:50:00
TRX001844,117117,DEBIT,2024-01-07T21:33:00
TRX001845,108795,DEBIT,2024-01-23T15:37:00
TRX001846,128373,DEBIT,2024-01-17T08:18:00
TRX001847,119249,CREDIT,2024-01-03T15:49:00
TRX001848,103733,DEBIT,2024-01-27T14:09:00
TRX001849,100311,CREDIT,2024-01-19T11:07:00
TRX001850,120008,DEBIT,2024-01-06T03:52:00
TRX001851,130293,DEBIT,2024-01-31T22:01:00
TRX001852,107989,CREDIT,2024-01-29T03:56:00
TRX001853,124865,DEBIT,2024-01-12T03:07:00
TRX001854,131895,CREDIT,2024-01-11T23:20:00
TRX001855,116266,DEBIT,2024-01-05T13:43:00
TRX001856,106133,CREDIT,2024-01-30T04:43:00
TRX001857,104937,CREDIT,2024-01-17T11:11:00
TRX001858,125300,DEBIT,2024-01-09T04:43:00
TRX001859,124996,DEBIT,2024-01-09T07:32:00
TRX001860,115446,CREDIT,2024-01-23T10:00:00
TRX001861,110477,DEBIT,2024-01-17T10:41:00
TRX001862,100667,CREDIT,2024-01-31T01:26:00
TRX001863,103273,CREDIT,2024-01-03T00:50:00
TRX001864,119088,DEBIT,2024-01-19T08:47:00
TRX001865,124342,DEBIT,2024-01-09T07:08:00
TRX001866,100638,DEBIT,2024-01-21T12:20:00
TRX001867,105649,DEBIT,2024-01-16T21:59:00
TRX001868,113249,DEBIT,2024-01-30T06:32:00
TRX001869,124847,CREDIT,2024-01-21T12:14:00
TRX001870,125968,CREDIT,2024-01-29T17:13:00
TRX001871,105084,DEBIT,2024-01-03T18:24:00
TRX001872,115829,DEBIT,2024-01-08T18:46:00
TRX001873,115780,DEBIT,2024-01-18T20:02:00
TRX001874,123058,CREDIT,2024-01-12T19:58:00
TRX001875,108945,CREDIT,2024-01-11T19:32:00
TRX001876,123350,DEBIT,2024-01-12T06:41:00
TRX001877,111039,CREDIT,2024-01-31T04:43:00
TRX001878,119903,DEBIT,2024-01-30T12:16:00
TRX001879,120571,CREDIT,2024-01-24T18:45:00
TRX001880,117459,DEBIT,2024-01-07T07:51:00
TRX001881,130210,CREDIT,2024-01-30T11:00:00
TRX001882,112120,CREDIT,2024-01-30T12:03:00
TRX001883,125602,DEBIT,2024-01-15T11:59:00
TRX001884,107729,CREDIT,2024-01-10T04:20:00
TRX001885,113956,DEBIT,2024-01-06T10:31:00
TRX001886,103535,CREDIT,2024-01-25T03:31:00
TRX001887,102059,DEBIT,2024-01-26T09:10:00
TRX001888,115507,CREDIT,2024-01-21T01:57:00
TRX001889,110445,DEBIT,2024-01-27T02:36:00
TRX001890,132372,CREDIT,2024-01-31T00:17:00
TRX001891,102287,DEBIT,2024-01-23T07:45:00
TRX001892,118281,CREDIT,2024-01-02T07:02:00
TRX001893,117392,DEBIT,2024-01-26T09:42:00
TRX001894,130466,DEBIT,2024-01-20T06:44:00
TRX001895,110844,DEBIT,2024-01-10T23:04:00
TRX001896,121467,DEBIT,2024-01-03T21:04:00
TRX001897,127563,CREDIT,2024-01-01T10:59:00
TRX001898,101896,DEBIT,2024-01-21T02:08:00
TRX001899,119662,DEBIT,2024-01-15T11:55:00
TRX001900,114930,DEBIT,2024-01-20T18:02:00
TRX001901,122751,DEBIT,2024-01-26T08:36:00
TRX001902,108023,CREDIT,2024-01-16T05:27:00
TRX001903,124556,DEBIT,2024-01-11T05:08:00
TRX001904,113930,CREDIT,2024-01-29T02:59:00
TRX001905,105328,DEBIT,2024-01-09T01:28:00
TRX001906,119343,DEBIT,2024-01-31T02:45:00
TRX001907,123972,DEBIT,2024-01-10T23:26:00
TRX001908,107323,CREDIT,2024-01-01T20:47:00
TRX001909,108989,CREDIT,2024-01-19T03:13:00
TRX001910,105864,CREDIT,2024-01-17T15:36:00
TRX001911,118948,CREDIT,2024-01-29T02:51:00
TRX001912,112704,DEBIT,2024-01-20T22:06:00
TRX001913,113950,DEBIT,2024-01-25T16:52:00
TRX001914,131521,DEBIT,2024-01-03T20:14:00
TRX001915,129661,DEBIT,2024-01-10T16:30:00
TRX001916,128590,DEBIT,2024-01-22T17:01:00
TRX001917,103135,CREDIT,2024-01-06T08:29:00
TRX001918,103435,CREDIT,2024-01-03T21:51:00
TRX001919,129208,DEBIT,2024-01-11T17:21:00
TRX001920,117750,CREDIT,2024-01-10T10:07:00
TRX001921,119071,CREDIT,2024-01-18T20:18:00
TRX001922,121172,DEBIT,2024-01-04T00:23:00
TRX001923,106614,DEBIT,2024-01-14T13:01:00
TRX001924,106709,DEBIT,2024-01-14T06:31:00
TRX001925,132040,CREDIT,2024-01-13T13:19:00
TRX001926,126548,DEBIT,2024-01-25T06:56:00
TRX001927,126954,DEBIT,2024-01-28T23:04:00
TRX001928,109568,DEBIT,2024-01-16T03:14:00
TRX001929,103500,CREDIT,2024-01-12T22:42:00
TRX001930,126807,DEBIT,2024-01-13T02:45:00
TRX001931,109046,DEBIT,2024-01-21T12:32:00
TRX001932,124977,DEBIT,2024-01-23T14:48:00
TRX001933,120867,CREDIT,2024-01-12T15:52:00
TRX001934,117711,DEBIT,2024-01-12T19:41:00
TRX001935,106118,CREDIT,2024-01-29T15:09:00
TRX001936,111024,DEBIT,2024-01-11T09:04:00
TRX001937,102919,CREDIT,2024-01-04T05:56:00
TRX001938,127383,DEBIT,2024-01-05T17:26:00
TRX001939,121774,CREDIT,2024-01-29T05:38:00
TRX001940,121346,DEBIT,2024-01-14T17:40:00
TRX001941,131565,DEBIT,2024-01-24T02:08:00
TRX001942,130056,CREDIT,2024-01-16T02:50:00
TRX001943,115589,CREDIT,2024-01-11T00:27:00
TRX001944,114004,DEBIT,2024-01-07T01:50:00
TRX001945,122818,DEBIT,2024-01-16T01:04:00
TRX001946,119485,CREDIT,2024-01-05T02:26:00
TRX001947,115391,DEBIT,2024-01-04T20:42:00
TRX001948,107941,DEBIT,2024-01-24T02:10:00
TRX001949,122090,DEBIT,2024-01-27T22:54:00
TRX001950,123941,DEBIT,2024-01-11T21:22:00
TRX001951,107531,CREDIT,2024-01-16T19:21:00
TRX001952,100277,CREDIT,2024-01-25T21:04:00
TRX001953,100472,DEBIT,2024-01-01T08:41:00
TRX001954,124876,DEBIT,2024-01-13T05:47:00
TRX001955,113714,CREDIT,2024-01-25T18:12:00
TRX001956,124335,DEBIT,2024-01-24T15:38:00
TRX001957,111149,CREDIT,2024-01-18T14:06:00
TRX001958,119912,DEBIT,2024-01-05T10:42:00
TRX001959,125675,DEBIT,2024-01-07T16:22:00
TRX001960,123800,CREDIT,2024-01-09T10:50:00
TRX001961,108593,CREDIT,2024-01-18T19:53:00
TRX001962,128421,DEBIT,2024-01-19T04:02:00
TRX001963,109695,CREDIT,2024-01-30T10:01:00
TRX001964,121205,CREDIT,2024-01-02T10:22:00
TRX001965,125843,DEBIT,2024-01-13T10:16:00
TRX001966,118192,DEBIT,2024-01-18T10:19:00
TRX001967,112672,DEBIT,2024-01-20T16:17:00
TRX001968,126782,CREDIT,2024-01-10T23:04:00
TRX001969,112513,CREDIT,2024-01-29T15:17:00
TRX001970,110212,CREDIT,2024-01-08T17:03:00
TRX001971,124681,CREDIT,2024-01-11T21:02:00
TRX001972,102022,DEBIT,2024-01-03T04:47:00
TRX001973,128839,CREDIT,2024-01-01T20:55:00
TRX001974,112375,DEBIT,2024-01-31T12:09:00
TRX001975,122964,CREDIT,2024-01-01T10:33:00
TRX001976,112102,CREDIT,2024-01-26T10:35:00
TRX001977,100104,CREDIT,2024-01-09T15:12:00
TRX001978,106370,DEBIT,2024-01-04T07:16:00
TRX001979,116126,CREDIT,2024-01-02T17:52:00
TRX001980,129581,CREDIT,2024-01-15T15:47:00
TRX001981,121661,CREDIT,2024-01-30T20:25:00
TRX001982,131795,DEBIT,2024-01-18T18:17:00
TRX001983,121948,CREDIT,2024-01-04T00:08:00
TRX001984,115016,CREDIT,2024-01-23T20:49:00
TRX001985,125680,CREDIT,2024-01-20T14:59:00
TRX001986,101907,CREDIT,2024-01-05T14:26:00
TRX001987,126970,DEBIT,2024-01-25T20:11:00
TRX001988,131825,DEBIT,2024-01-07T02:39:00
TRX001989,129208,CREDIT,2024-01-06T05:08:00
TRX001990,115959,DEBIT,2024-01-11T17:30:00
TRX001991,125111,DEBIT,2024-01-26T01:26:00
TRX001992,105242,DEBIT,2024-01-22T10:40:00
TRX001993,104052,CREDIT,2024-01-24T08:16:00
TRX001994,116104,DEBIT,2024-01-16T18:13:00
TRX001995,119619,DEBIT,2024-01-25T03:21:00
TRX001996,129559,CREDIT,2024-01-23T15:37:00
TRX001997,131015,CREDIT,2024-01-13T16:09:00
TRX001998,112562,CREDIT,2024-01-04T19:37:00
TRX001999,120084,DEBIT,2024-01-15T23:34:00
TRX002000,114317,DEBIT,2024-01-13T12:47:00
TRX002001,108373,DEBIT,2024-01-13T08:32:00
TRX002002,119949,DEBIT,2024-01-10T02:55:00
TRX002003,117132,DEBIT,2024-01-09T16:05:00
TRX002004,132381,CREDIT,2024-01-22T22:05:00
TRX002005,103106,CREDIT,2024-01-09T06:00:00
TRX002006,110957,CREDIT,2024-01-04T07:03:00
TRX002007,132043,CREDIT,2024-01-01T09:49:00
TRX002008,129486,DEBIT,2024-01-03T16:18:00
TRX002009,123237,CREDIT,2024-01-06T01:15:00
TRX002010,113322,CREDIT,2024-01-14T11:38:00
TRX002011,127316,DEBIT,2024-01-29T05:27:00
TRX002012,128830,DEBIT,2024-01-29T01:13:00
TRX002013,104911,DEBIT,2024-01-20T01:19:00
TRX002014,100910,CREDIT,2024-01-24T05:28:00
TRX002015,104801,CREDIT,2024-01-05T00:16:00
TRX002016,114568,DEBIT,2024-01-19T22:21:00
TRX002017,104959,DEBIT,2024-01-15T23:22:00
TRX002018,132547,CREDIT,2024-01-01T04:20:00
TRX002019,111878,DEBIT,2024-01-28T04:17:00
TRX002020,105203,DEBIT,2024-01-01T23:39:00
TRX002021,116321,DEBIT,2024-01-09T10:24:00
TRX002022,127258,DEBIT,2024-01-01T04:56:00
TRX002023,121863,CREDIT,2024-01-09T12:17:00
TRX002024,125023,CREDIT,2024-01-22T04:23:00
TRX002025,119691,CREDIT,2024-01-28T13:42:00
TRX002026,122778,CREDIT,2024-01-26T02:57:00
TRX002027,131704,CREDIT,2024-01-11T01:45:00
TRX002028,125806,DEBIT,2024-01-28T20:48:00
TRX002029,116406,DEBIT,2024-01-05T17:18:00
TRX002030,111084,DEBIT,2024-01-01T06:47:00
TRX002031,115481,CREDIT,2024-01-10T06:03:00
TRX002032,124020,DEBIT,2024-01-27T17:10:00
TRX002033,100605,DEBIT,2024-01-05T07:49:00
TRX002034,101193,DEBIT,2024-01-26T20:50:00
TRX002035,111215,CREDIT,2024-01-05T04:00:00
TRX002036,114207,CREDIT,2024-01-06T05:45:00
TRX002037,108886,DEBIT,2024-01-25T11:13:00
TRX002038,125569,CREDIT,2024-01-01T01:15:00
TRX002039,112289,CREDIT,2024-01-14T13:36:00
TRX002040,122085,CREDIT,2024-01-08T19:23:00
TRX002041,108884,DEBIT,2024-01-04T23:14:00
TRX002042,119499,DEBIT,2024-01-03T14:57:00
TRX002043,106520,DEBIT,2024-01-03T01:02:00
TRX002044,121905,DEBIT,2024-01-16T22:19:00
TRX002045,127129,CREDIT,2024-01-09T05:32:00
TRX002046,110671,DEBIT,2024-01-27T06:11:00
TRX002047,130772,DEBIT,2024-01-20T11:12:00
TRX002048,116044,CREDIT,2024-01-14T19:25:00
TRX002049,115485,CREDIT,2024-01-17T11:54:00
TRX002050,124019,DEBIT,2024-01-05T15:58:00
TRX002051,127118,DEBIT,2024-01-10T18:34:00
TRX002052,101388,CREDIT,2024-01-25T07:29:00
TRX002053,120352,DEBIT,2024-01-08T12:08:00
TRX002054,108007,DEBIT,2024-01-23T19:08:00
TRX002055,123793,CREDIT,2024-01-10T07:42:00
TRX002056,122174,DEBIT,2024-01-27T22:39:00
TRX002057,122863,DEBIT,2024-01-27T03:20:00
TRX002058,106609,DEBIT,2024-01-23T21:29:00
TRX002059,100952,CREDIT,2024-01-06T02:46:00
TRX002060,101075,CREDIT,2024-01-03T08:31:00
TRX002061,114265,CREDIT,2024-01-24T14:29:00
TRX002062,131192,CREDIT,2024-01-04T11:25:00
TRX002063,130023,DEBIT,2024-01-10T19:28:00
TRX002064,106955,DEBIT,2024-01-19T13:00:00
TRX002065,102382,DEBIT,2024-01-17T13:40:00
TRX002066,120402,CREDIT,2024-01-19T14:55:00
TRX002067,113898,DEBIT,2024-01-27T02:49:00
TRX002068,128485,CREDIT,2024-01-21T19:35:00
TRX002069,121853,CREDIT,2024-01-08T08:06:00
TRX002070,130381,DEBIT,2024-01-23T11:09:00
TRX002071,109966,DEBIT,2024-01-18T14:01:00
TRX002072,110339,CREDIT,2024-01-12T04:29:00
TRX002073,107851,DEBIT,2024-01-25T02:17:00
TRX002074,127614,CREDIT,2024-01-15T07:05:00
TRX002075,104482,DEBIT,2024-01-17T22:35:00
TRX002076,107613,DEBIT,2024-01-25T16:02:00
TRX002077,131987,DEBIT,2024-01-25T17:44:00
TRX002078,116556,DEBIT,2024-01-25T20:14:00
TRX002079,121963,CREDIT,2024-01-24T09:40:00
TRX002080,102765,DEBIT,2024-01-02T04:52:00
TRX002081,106433,CREDIT,2024-01-19T09:13:00
TRX002082,105402,DEBIT,2024-01-08T15:22:00
TRX002083,127946,CREDIT,2024-01-23T22:42:00
TRX002084,127124,DEBIT,2024-01-07T16:06:00
TRX002085,110316,DEBIT,2024-01-29T19:57:00
TRX002086,117879,CREDIT,2024-01-31T06:37:00
TRX002087,117263,CREDIT,2024-01-21T04:53:00
TRX002088,100239,DEBIT,2024-01-21T10:44:00
TRX002089,116759,CREDIT,2024-01-07T09:33:00
TRX002090,114854,CREDIT,2024-01-26T18:19:00
TRX002091,108314,CREDIT,2024-01-22T07:09:00
TRX002092,127389,CREDIT,2024-01-30T21:19:00
TRX002093,110759,DEBIT,2024-01-23T15:51:00
TRX002094,131949,CREDIT,2024-01-14T01:23:00
TRX002095,107831,DEBIT,2024-01-20T08:57:00
TRX002096,111467,CREDIT,2024-01-10T16:06:00
TRX002097,129955,DEBIT,2024-01-25T01:36:00
TRX002098,103742,CREDIT,2024-01-03T09:04:00
TRX002099,127029,DEBIT,2024-01-31T02:58:00
TRX002100,107718,DEBIT,2024-01-19T14:48:00
TRX002101,104365,DEBIT,2024-01-16T07:05:00
TRX002102,106728,DEBIT,2024-01-08T12:40:00
TRX002103,117067,CREDIT,2024-01-21T20:44:00
TRX002104,113662,DEBIT,2024-01-06T09:00:00
TRX002105,108483,CREDIT,2024-01-25T02:47:00
TRX002106,131163,CREDIT,2024-01-13T22:22:00
TRX002107,101290,CREDIT,2024-01-25T18:54:00
TRX002108,100123,DEBIT,2024-01-18T22:22:00
TRX002109,115380,DEBIT,2024-01-09T20:30:00
TRX002110,113982,CREDIT,2024-01-16T00:41:00
TRX002111,110048,CREDIT,2024-01-22T18:29:00
TRX002112,122562,DEBIT,2024-01-02T23:18:00
TRX002113,128355,DEBIT,2024-01-13T17:09:00
TRX002114,129330,DEBIT,2024-01-13T19:41:00
TRX002115,130035,DEBIT,2024-01-19T00:05:00
TRX002116,106212,CREDIT,2024-01-11T04:37:00
TRX002117,107454,DEBIT,2024-01-11T00:23:00
TRX002118,125410,DEBIT,2024-01-11T04:29:00
TRX002119,132664,DEBIT,2024-01-08T01:06:00
TRX002120,127275,DEBIT,2024-01-06T15:20:00
TRX002121,107644,DEBIT,2024-01-17T08:38:00
TRX002122,120017,DEBIT,2024-01-07T02:22:00
TRX002123,131319,DEBIT,2024-01-20T09:37:00
TRX002124,128292,DEBIT,2024-01-14T11:32:00
TRX002125,111513,CREDIT,2024-01-29T03:20:00
TRX002126,112354,DEBIT,2024-01-25T09:49:00
TRX002127,102591,DEBIT,2024-01-18T11:34:00
TRX002128,119340,DEBIT,2024-01-15T02:59:00
TRX002129,104338,CREDIT,2024-01-02T19:34:00
TRX002130,132007,DEBIT,2024-01-04T20:19:00
TRX002131,114569,DEBIT,2024-01-19T12:58:00
TRX002132,130842,CREDIT,2024-01-16T00:56:00
TRX002133,103775,CREDIT,2024-01-26T08:04:00
TRX002134,108649,DEBIT,2024-01-19T13:54:00
TRX002135,104078,DEBIT,2024-01-08T23:13:00
TRX002136,117681,CREDIT,2024-01-04T04:21:00
TRX002137,102195,DEBIT,2024-01-18T22:25:00
TRX002138,114427,CREDIT,2024-01-08T05:28:00
TRX002139,104680,DEBIT,2024-01-03T22:21:00
TRX002140,128962,DEBIT,2024-01-27T17:13:00
TRX002141,125429,CREDIT,2024-01-07T06:31:00
TRX002142,105533,CREDIT,2024-01-26T18:07:00
TRX002143,105194,DEBIT,2024-01-24T14:05:00
TRX002144,123939,DEBIT,2024-01-22T14:36:00
TRX002145,103805,CREDIT,2024-01-13T20:27:00
TRX002146,108145,CREDIT,2024-01-06T04:55:00
TRX002147,111167,CREDIT,2024-01-23T16:07:00
TRX002148,108883,CREDIT,2024-01-10T18:43:00
TRX002149,119694,DEBIT,2024-01-03T18:18:00
TRX002150,106304,CREDIT,2024-01-09T14:10:00
TRX002151,113348,CREDIT,2024-01-31T00:01:00
TRX002152,106474,DEBIT,2024-01-06T14:48:00
TRX002153,104854,DEBIT,2024-01-04T23:31:00
TRX002154,118154,DEBIT,2024-01-16T21:01:00
TRX002155,109605,DEBIT,2024-01-15T06:30:00
TRX002156,108225,CREDIT,2024-01-22T08:33:00
TRX002157,108839,CREDIT,2024-01-14T10:27:00
TRX002158,111345,DEBIT,2024-01-02T19:55:00
TRX002159,113721,CREDIT,2024-01-16T22:04:00
TRX002160,111332,CREDIT,2024-01-05T11:28:00
TRX002161,113460,CREDIT,2024-01-07T20:14:00
TRX002162,112931,DEBIT,2024-01-31T09:06:00
TRX002163,100893,DEBIT,2024-01-14T08:33:00
TRX002164,128314,DEBIT,2024-01-07T17:09:00
TRX002165,121355,DEBIT,2024-01-29T18:52:00
TRX002166,131818,DEBIT,2024-01-25T14:25:00
TRX002167,118289,DEBIT,2024-01-25T15:37:00
TRX002168,106993,CREDIT,2024-01-13T04:55:00
TRX002169,116245,CREDIT,2024-01-11T22:51:00
TRX002170,118004,CREDIT,2024-01-25T10:23:00
TRX002171,117269,CREDIT,2024-01-03T02:22:00
TRX002172,107947,DEBIT,2024-01-28T15:13:00
TRX002173,131406,DEBIT,2024-01-16T01:55:00
TRX002174,100961,CREDIT,2024-01-18T18:34:00
TRX002175,128834,CREDIT,2024-01-15T13:14:00
TRX002176,119913,DEBIT,2024-01-29T16:06:00
TRX002177,122245,DEBIT,2024-01-31T17:06:00
TRX002178,108816,CREDIT,2024-01-21T02:15:00
TRX002179,109544,CREDIT,2024-01-22T14:25:00
TRX002180,122426,DEBIT,2024-01-18T19:15:00
TRX002181,108884,DEBIT,2024-01-27T10:53:00
TRX002182,108969,DEBIT,2024-01-08T04:26:00
TRX002183,112236,CREDIT,2024-01-31T23:15:00
TRX002184,103842,CREDIT,2024-01-09T13:18:00
TRX002185,120797,CREDIT,2024-01-06T06:00:00
TRX002186,128873,CREDIT,2024-01-23T19:17:00
TRX002187,108766,CREDIT,2024-01-09T15:36:00
TRX002188,119755,CREDIT,2024-01-30T13:26:00
TRX002189,114505,DEBIT,2024-01-26T05:49:00
TRX002190,109488,DEBIT,2024-01-03T14:28:00
TRX002191,119132,DEBIT,2024-01-27T15:50:00
TRX002192,132718,DEBIT,2024-01-05T04:04:00
TRX002193,117248,CREDIT,2024-01-01T04:03:00
TRX002194,108875,DEBIT,2024-01-16T22:23:00
TRX002195,105257,CREDIT,2024-01-27T06:27:00
TRX002196,111486,CREDIT,2024-01-23T15:46:00
TRX002197,112296,CREDIT,2024-01-22T13:48:00
TRX002198,113537,DEBIT,2024-01-22T22:39:00
TRX002199,119947,CREDIT,2024-01-28T03:42:00
TRX002200,130712,DEBIT,2024-01-28T01:07:00
TRX002201,115422,CREDIT,2024-01-09T11:09:00
TRX002202,107743,CREDIT,2024-01-12T06:59:00
TRX002203,103784,CREDIT,2024-01-06T14:23:00
TRX002204,130093,DEBIT,2024-01-05T10:10:00
TRX002205,122039,DEBIT,2024-01-09T18:37:00
TRX002206,117186,CREDIT,2024-01-19T23:33:00
TRX002207,115358,DEBIT,2024-01-06T07:59:00
TRX002208,122476,CREDIT,2024-01-14T05:31:00
TRX002209,112372,DEBIT,2024-01-10T00:31:00
TRX002210,123560,DEBIT,2024-01-11T12:31:00
TRX002211,125477,CREDIT,2024-01-20T02:26:00
TRX002212,116720,CREDIT,2024-01-22T05:53:00
TRX002213,121863,DEBIT,2024-01-24T23:00:00
TRX002214,123445,CREDIT,2024-01-20T21:39:00
TRX002215,127974,DEBIT,2024-01-14T23:46:00
TRX002216,118830,DEBIT,2024-01-20T14:14:00
TRX002217,105416,CREDIT,2024-01-24T14:00:00
TRX002218,129798,CREDIT,2024-01-13T03:31:00
